case_id,seizure_date,year,month,origin_region,origin_country,destination_country,species,species_category,product_type,iucn_status,quantity,unit,estimated_value_usd,transport_method,seizure_location_type,enforcement_agency,arrests_made,case_status,origin_lat,origin_lon,destination_lat,destination_lon
WLC-0747,25-09-2017,2017,9,Latin America,Bolivia,Qatar,Agarwood,Plant,Timber,Vulnerable,4.98,kg,843.69,Sea,Highway Checkpoint,Coast Guard Interdiction Unit,3,Closed - No Arrest,-16.2902,-63.5887,25.3548,51.1839
WLC-0198,26-09-2017,2017,9,Latin America,Brazil,Germany,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,1.3,kg,10.47,Air,Urban Wildlife Market,Coast Guard Interdiction Unit,1,Under Investigation,-14.235,-51.9253,51.1657,10.4515
WLC-0620,01-10-2017,2017,10,Asia,India,South Korea,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,31,live individual,15798.66,Sea,Highway Checkpoint,Environmental Crime Investigation Bureau,2,Under Investigation,20.5937,78.9629,35.9078,127.7669
WLC-0401,04-10-2017,2017,10,Asia,Cambodia,United Kingdom,Tiger,Mammal,Skin/Pelt,Endangered,1,piece,8114.85,Sea,Land Border Crossing,National Parks & Wildlife Service,0,Prosecuted - Pending Trial,12.5657,104.991,55.3781,-3.436
WLC-0206,09-10-2017,2017,10,Africa,Democratic Republic of Congo,Singapore,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,33,live individual,10928.78,Land,Seaport / Container Terminal,National Wildlife Crime Unit,0,Prosecuted - Pending Trial,-4.0383,21.7587,1.3521,103.8198
WLC-0698,14-10-2017,2017,10,Africa,Democratic Republic of Congo,Belgium,African Elephant,Mammal,Ivory,Endangered,8.95,kg,14664.12,Air,Postal/Courier Facility,Port Authority Task Force,3,Convicted,-4.0383,21.7587,50.5039,4.4699
WLC-0750,20-10-2017,2017,10,Africa,Zimbabwe,Belgium,African Elephant,Mammal,Ivory,Endangered,3.62,kg,7089.49,Sea,Postal/Courier Facility,Port Authority Task Force,1,Released - Insufficient Evidence,-19.0154,29.1549,50.5039,4.4699
WLC-0523,20-10-2017,2017,10,Africa,Kenya,United States,Pangolin (Sunda),Mammal,Scales,Critically Endangered,11.57,kg,1755.78,Sea,Land Border Crossing,Customs & Border Protection,2,Prosecuted - Pending Trial,-0.0236,37.9062,37.0902,-95.7129
WLC-0244,24-10-2017,2017,10,Africa,Mozambique,Singapore,African Elephant,Mammal,Ivory,Endangered,4.96,kg,9196.04,Air,Land Border Crossing,Interpol-supported Joint Operation,2,Under Investigation,-18.6657,35.5296,1.3521,103.8198
WLC-0930,03-11-2017,2017,11,Africa,Uganda,United Arab Emirates,Timber Rattlesnake,Reptile,Live Animal,Least Concern,7,live individual,1239.76,Sea,Private Residence,Interpol-supported Joint Operation,2,Under Investigation,1.3733,32.2903,23.4241,53.8478
WLC-0883,04-11-2017,2017,11,Latin America,Ecuador,Germany,Black Rhino,Mammal,Horn,Critically Endangered,9.51,kg,653810.16,Air,Urban Wildlife Market,Port Authority Task Force,0,Case Dismissed,-1.8312,-78.1834,51.1657,10.4515
WLC-0076,05-11-2017,2017,11,Africa,Zimbabwe,United Arab Emirates,Orchid (Wild),Plant,Live Animal,Vulnerable,16,piece,1165.75,Air,Seaport / Container Terminal,Port Authority Task Force,0,Closed - No Arrest,-19.0154,29.1549,23.4241,53.8478
WLC-0508,07-11-2017,2017,11,Asia,China,South Korea,Orchid (Wild),Plant,Live Animal,Vulnerable,2,piece,131.45,Sea,International Airport,Environmental Crime Investigation Bureau,5,Case Dismissed,35.8617,104.1954,35.9078,127.7669
WLC-0173,16-11-2017,2017,11,Africa,Namibia,United Kingdom,Rosewood,Plant,Timber,Endangered,0.5,kg,0.96,Sea,Land Border Crossing,Customs & Border Protection,0,Convicted,-22.9576,18.4904,55.3781,-3.436
WLC-0659,24-11-2017,2017,11,Asia,India,Japan,Agarwood,Plant,Timber,Vulnerable,10.68,kg,1098.4,Land,Land Border Crossing,Customs & Border Protection,2,Case Dismissed,20.5937,78.9629,36.2048,138.2529
WLC-0407,24-11-2017,2017,11,Africa,Uganda,Singapore,Shark (mixed species),Marine,Fins,Endangered,6,kg,4166.13,Sea,Urban Wildlife Market,Interpol-supported Joint Operation,0,Prosecuted - Pending Trial,1.3733,32.2903,1.3521,103.8198
WLC-0854,11-12-2017,2017,12,Africa,South Africa,United States,Reticulated Python,Reptile,Skin/Pelt,Least Concern,14,piece,1356.23,Air,Postal/Courier Facility,Interpol-supported Joint Operation,0,Case Dismissed,-30.5595,22.9375,37.0902,-95.7129
WLC-0661,11-12-2017,2017,12,Asia,China,Singapore,Shark (mixed species),Marine,Fins,Endangered,2.97,kg,903.91,Land,Urban Wildlife Market,Environmental Crime Investigation Bureau,1,Under Investigation,35.8617,104.1954,1.3521,103.8198
WLC-0421,11-12-2017,2017,12,Africa,Gabon,Qatar,White Rhino,Mammal,Horn,Near Threatened,29.67,kg,1725061.41,Air,Land Border Crossing,National Wildlife Crime Unit,1,Closed - No Arrest,-0.8037,11.6094,25.3548,51.1839
WLC-0296,15-12-2017,2017,12,Africa,Madagascar,United Kingdom,Jaguar,Mammal,Skin/Pelt,Near Threatened,14,piece,34327.11,Sea,Postal/Courier Facility,Environmental Crime Investigation Bureau,1,Released - Insufficient Evidence,-18.7669,46.8691,55.3781,-3.436
WLC-0148,18-12-2017,2017,12,Africa,Madagascar,Hong Kong SAR,Seahorse,Marine,Traditional Medicine,Vulnerable,4.74,kg,1796.28,Land,Highway Checkpoint,Interpol-supported Joint Operation,0,Convicted,-18.7669,46.8691,22.3193,114.1694
WLC-0846,23-12-2017,2017,12,Asia,Myanmar,Japan,Timber Rattlesnake,Reptile,Live Animal,Least Concern,4,live individual,543.4,Air,International Airport,National Wildlife Crime Unit,1,Under Investigation,21.9162,95.956,36.2048,138.2529
WLC-0530,03-01-2018,2018,1,Africa,Nigeria,United Kingdom,Green Sea Turtle,Marine,Shell,Endangered,4.48,kg,1581.83,Air,Private Residence,Port Authority Task Force,1,Under Investigation,9.082,8.6753,55.3781,-3.436
WLC-0185,06-01-2018,2018,1,Latin America,Colombia,United States,Pangolin (African),Mammal,Bushmeat,Endangered,0.5,kg,7.13,Air,Seaport / Container Terminal,Interpol-supported Joint Operation,1,Closed - No Arrest,4.5709,-74.2973,37.0902,-95.7129
WLC-0640,11-01-2018,2018,1,Asia,Indonesia,United Kingdom,Leopard,Mammal,Skin/Pelt,Vulnerable,15,piece,52332.08,Land,International Airport,National Wildlife Crime Unit,2,Case Dismissed,-0.7893,113.9213,55.3781,-3.436
WLC-0338,12-01-2018,2018,1,Africa,Gabon,Thailand,Saker Falcon,Bird,Live Animal,Endangered,4,live individual,71266.86,Air,Private Residence,Interpol-supported Joint Operation,2,Released - Insufficient Evidence,-0.8037,11.6094,15.87,100.9925
WLC-0915,13-01-2018,2018,1,Africa,South Africa,Thailand,Grey Parrot,Bird,Live Animal,Endangered,35,live individual,19969.82,Land,Highway Checkpoint,Interpol-supported Joint Operation,1,Released - Insufficient Evidence,-30.5595,22.9375,15.87,100.9925
WLC-0864,17-01-2018,2018,1,Asia,China,United Kingdom,Timber Rattlesnake,Reptile,Live Animal,Least Concern,24,live individual,3955.82,Land,Urban Wildlife Market,Environmental Crime Investigation Bureau,3,Under Investigation,35.8617,104.1954,55.3781,-3.436
WLC-0804,18-01-2018,2018,1,Latin America,Peru,Thailand,Black Rhino,Mammal,Horn,Critically Endangered,7.05,kg,320701.6,Air,Private Residence,Interpol-supported Joint Operation,0,Prosecuted - Pending Trial,-9.19,-75.0152,15.87,100.9925
WLC-0732,19-01-2018,2018,1,Africa,South Africa,Singapore,Pangolin (Ground),Mammal,Scales,Endangered,4.5,kg,566.35,Sea,Private Residence,Coast Guard Interdiction Unit,4,Convicted,-30.5595,22.9375,1.3521,103.8198
WLC-0468,21-01-2018,2018,1,Asia,Cambodia,Thailand,Timber Rattlesnake,Reptile,Live Animal,Least Concern,17,live individual,2418.87,Sea,Postal/Courier Facility,Coast Guard Interdiction Unit,2,Under Investigation,12.5657,104.991,15.87,100.9925
WLC-0791,03-02-2018,2018,2,Asia,Indonesia,Vietnam,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,28,live individual,4007.79,Land,Land Border Crossing,Interpol-supported Joint Operation,0,Under Investigation,-0.7893,113.9213,14.0583,108.2772
WLC-0024,05-02-2018,2018,2,Africa,Tanzania,United Kingdom,Seahorse,Marine,Traditional Medicine,Vulnerable,22.23,kg,11728.12,Air,Private Residence,Environmental Crime Investigation Bureau,0,Closed - No Arrest,-6.369,34.8888,55.3781,-3.436
WLC-0450,05-02-2018,2018,2,Africa,Nigeria,Qatar,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,28,live individual,4797.98,Air,Highway Checkpoint,Interpol-supported Joint Operation,0,Under Investigation,9.082,8.6753,25.3548,51.1839
WLC-0179,06-02-2018,2018,2,Asia,Malaysia,Vietnam,Seahorse,Marine,Traditional Medicine,Vulnerable,1.64,kg,715.84,Land,International Airport,National Wildlife Crime Unit,0,Case Dismissed,4.2105,101.9758,14.0583,108.2772
WLC-0443,07-02-2018,2018,2,Asia,Cambodia,United Arab Emirates,Saker Falcon,Bird,Live Animal,Endangered,17,live individual,339326.8,Sea,Seaport / Container Terminal,National Parks & Wildlife Service,4,Closed - No Arrest,12.5657,104.991,23.4241,53.8478
WLC-0773,07-02-2018,2018,2,Asia,Laos,Japan,African Elephant,Mammal,Ivory,Endangered,2.92,kg,2767.26,Sea,Seaport / Container Terminal,Customs & Border Protection,3,Convicted,19.8563,102.4955,36.2048,138.2529
WLC-0763,07-02-2018,2018,2,Africa,Democratic Republic of Congo,Singapore,African Elephant,Mammal,Ivory,Endangered,9.13,kg,12673.88,Air,Highway Checkpoint,Interpol-supported Joint Operation,1,Under Investigation,-4.0383,21.7587,1.3521,103.8198
WLC-0122,15-02-2018,2018,2,Africa,Gabon,Qatar,Palm Cockatoo,Bird,Live Animal,Vulnerable,25,live individual,107002.58,Air,Seaport / Container Terminal,Environmental Crime Investigation Bureau,0,Under Investigation,-0.8037,11.6094,25.3548,51.1839
WLC-0269,16-02-2018,2018,2,Asia,Laos,France,Leopard,Mammal,Skin/Pelt,Vulnerable,11,piece,26232.94,Air,International Airport,Customs & Border Protection,2,Convicted,19.8563,102.4955,46.2276,2.2137
WLC-0046,21-02-2018,2018,2,Africa,Uganda,Japan,Leopard,Mammal,Skin/Pelt,Vulnerable,21,piece,34904.79,Sea,Seaport / Container Terminal,National Wildlife Crime Unit,3,Under Investigation,1.3733,32.2903,36.2048,138.2529
WLC-0505,21-02-2018,2018,2,Africa,Mozambique,Hong Kong SAR,Saker Falcon,Bird,Live Animal,Endangered,21,live individual,352880.23,Land,Postal/Courier Facility,National Parks & Wildlife Service,3,Prosecuted - Pending Trial,-18.6657,35.5296,22.3193,114.1694
WLC-0672,26-02-2018,2018,2,Africa,Cameroon,Hong Kong SAR,Helmeted Hornbill,Bird,Trophy,Critically Endangered,1,piece,5336.42,Sea,Postal/Courier Facility,Port Authority Task Force,3,Closed - No Arrest,7.3697,12.3547,22.3193,114.1694
WLC-0861,27-02-2018,2018,2,Africa,Nigeria,Vietnam,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,18,live individual,2606.65,Sea,Postal/Courier Facility,Port Authority Task Force,2,Under Investigation,9.082,8.6753,14.0583,108.2772
WLC-0456,28-02-2018,2018,2,Africa,Tanzania,United Kingdom,Palm Cockatoo,Bird,Live Animal,Vulnerable,23,live individual,91589.09,Sea,Urban Wildlife Market,National Wildlife Crime Unit,0,Closed - No Arrest,-6.369,34.8888,55.3781,-3.436
WLC-0753,01-03-2018,2018,3,Africa,Kenya,United Arab Emirates,Helmeted Hornbill,Bird,Trophy,Critically Endangered,19,piece,114376.95,Sea,Highway Checkpoint,Port Authority Task Force,3,Prosecuted - Pending Trial,-0.0236,37.9062,23.4241,53.8478
WLC-0631,01-03-2018,2018,3,Asia,India,United Kingdom,Rosewood,Plant,Timber,Endangered,2.3,kg,7.11,Sea,Highway Checkpoint,National Parks & Wildlife Service,1,Under Investigation,20.5937,78.9629,55.3781,-3.436
WLC-0211,10-03-2018,2018,3,Latin America,Brazil,Germany,Reticulated Python,Reptile,Skin/Pelt,Least Concern,20,piece,1673.86,Sea,Land Border Crossing,Port Authority Task Force,1,Convicted,-14.235,-51.9253,51.1657,10.4515
WLC-0125,28-03-2018,2018,3,Africa,Namibia,South Korea,African Elephant,Mammal,Ivory,Endangered,2.11,kg,3030.52,Land,Seaport / Container Terminal,Interpol-supported Joint Operation,1,Under Investigation,-22.9576,18.4904,35.9078,127.7669
WLC-0648,04-04-2018,2018,4,Africa,Uganda,Vietnam,White Rhino,Mammal,Horn,Near Threatened,4.85,kg,383442.27,Land,Seaport / Container Terminal,Coast Guard Interdiction Unit,0,Convicted,1.3733,32.2903,14.0583,108.2772
WLC-0947,05-04-2018,2018,4,Africa,Democratic Republic of Congo,Japan,Tiger,Mammal,Bones,Endangered,0.68,kg,4257.99,Air,Urban Wildlife Market,National Parks & Wildlife Service,1,Released - Insufficient Evidence,-4.0383,21.7587,36.2048,138.2529
WLC-0288,08-04-2018,2018,4,Africa,South Africa,United Kingdom,Helmeted Hornbill,Bird,Trophy,Critically Endangered,9,piece,40382.71,Air,Seaport / Container Terminal,National Wildlife Crime Unit,0,Closed - No Arrest,-30.5595,22.9375,55.3781,-3.436
WLC-0466,09-04-2018,2018,4,Asia,Myanmar,Singapore,Green Sea Turtle,Marine,Shell,Endangered,20.31,kg,6055.53,Air,Postal/Courier Facility,Environmental Crime Investigation Bureau,2,Under Investigation,21.9162,95.956,1.3521,103.8198
WLC-0204,18-04-2018,2018,4,Africa,Gabon,Vietnam,Saker Falcon,Bird,Live Animal,Endangered,4,live individual,51784.82,Land,Private Residence,Customs & Border Protection,5,Case Dismissed,-0.8037,11.6094,14.0583,108.2772
WLC-0412,20-04-2018,2018,4,Africa,Namibia,Singapore,Giant Clam,Marine,Shell,Vulnerable,15,piece,1163.44,Land,Urban Wildlife Market,Customs & Border Protection,0,Under Investigation,-22.9576,18.4904,1.3521,103.8198
WLC-0547,24-04-2018,2018,4,Asia,Philippines,Germany,Saltwater Crocodile,Reptile,Skin/Pelt,Least Concern,16,piece,5706.33,Land,Highway Checkpoint,Port Authority Task Force,2,Released - Insufficient Evidence,12.8797,121.774,51.1657,10.4515
WLC-0111,27-04-2018,2018,4,Africa,Tanzania,United Arab Emirates,Black Rhino,Mammal,Horn,Critically Endangered,2.97,kg,265299.68,Air,International Airport,Customs & Border Protection,1,Prosecuted - Pending Trial,-6.369,34.8888,23.4241,53.8478
WLC-0360,03-05-2018,2018,5,Asia,Cambodia,United Kingdom,Hawksbill Turtle,Marine,Shell,Critically Endangered,3.18,kg,2049.46,Land,Seaport / Container Terminal,Environmental Crime Investigation Bureau,1,Under Investigation,12.5657,104.991,55.3781,-3.436
WLC-0409,06-05-2018,2018,5,Latin America,Bolivia,Hong Kong SAR,Palm Cockatoo,Bird,Live Animal,Vulnerable,2,live individual,6321.65,Sea,Seaport / Container Terminal,Customs & Border Protection,5,Convicted,-16.2902,-63.5887,22.3193,114.1694
WLC-0729,09-05-2018,2018,5,Asia,Laos,United States,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,13,live individual,6746.8,Sea,Postal/Courier Facility,National Wildlife Crime Unit,0,Convicted,19.8563,102.4955,37.0902,-95.7129
WLC-0888,18-05-2018,2018,5,Latin America,Brazil,United Arab Emirates,Saker Falcon,Bird,Live Animal,Endangered,24,live individual,485577.48,Sea,Land Border Crossing,Interpol-supported Joint Operation,3,Prosecuted - Pending Trial,-14.235,-51.9253,23.4241,53.8478
WLC-0702,27-05-2018,2018,5,Africa,Zimbabwe,Belgium,Helmeted Hornbill,Bird,Trophy,Critically Endangered,22,piece,157118.79,Air,Highway Checkpoint,Port Authority Task Force,2,Under Investigation,-19.0154,29.1549,50.5039,4.4699
WLC-0472,06-06-2018,2018,6,Asia,India,South Korea,Agarwood,Plant,Timber,Vulnerable,3.04,kg,533.07,Sea,Postal/Courier Facility,National Parks & Wildlife Service,5,Prosecuted - Pending Trial,20.5937,78.9629,35.9078,127.7669
WLC-0630,06-06-2018,2018,6,Asia,Cambodia,United Arab Emirates,Agarwood,Plant,Timber,Vulnerable,3.47,kg,666.8,Air,International Airport,National Parks & Wildlife Service,2,Under Investigation,12.5657,104.991,23.4241,53.8478
WLC-0120,12-06-2018,2018,6,Africa,Namibia,Vietnam,Seahorse,Marine,Traditional Medicine,Vulnerable,7.61,kg,5058.92,Land,Postal/Courier Facility,National Wildlife Crime Unit,5,Convicted,-22.9576,18.4904,14.0583,108.2772
WLC-0624,17-06-2018,2018,6,Africa,Uganda,France,Rosewood,Plant,Timber,Endangered,2.32,kg,4.34,Sea,Postal/Courier Facility,Interpol-supported Joint Operation,2,Closed - No Arrest,1.3733,32.2903,46.2276,2.2137
WLC-0868,21-06-2018,2018,6,Africa,Namibia,Singapore,Jaguar,Mammal,Skin/Pelt,Near Threatened,21,piece,31004.27,Sea,International Airport,National Wildlife Crime Unit,4,Under Investigation,-22.9576,18.4904,1.3521,103.8198
WLC-0722,22-06-2018,2018,6,Africa,Nigeria,Hong Kong SAR,Tiger,Mammal,Skin/Pelt,Endangered,10,piece,89669.63,Sea,Postal/Courier Facility,Coast Guard Interdiction Unit,2,Under Investigation,9.082,8.6753,22.3193,114.1694
WLC-0171,22-06-2018,2018,6,Africa,Gabon,United States,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,1.79,kg,17.93,Air,Urban Wildlife Market,Coast Guard Interdiction Unit,2,Closed - No Arrest,-0.8037,11.6094,37.0902,-95.7129
WLC-0192,24-06-2018,2018,6,Africa,Uganda,Hong Kong SAR,Saltwater Crocodile,Reptile,Skin/Pelt,Least Concern,16,piece,5277.2,Air,International Airport,Port Authority Task Force,2,Closed - No Arrest,1.3733,32.2903,22.3193,114.1694
WLC-0567,25-06-2018,2018,6,Asia,Myanmar,Belgium,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,13,live individual,1668.94,Air,Private Residence,Environmental Crime Investigation Bureau,0,Prosecuted - Pending Trial,21.9162,95.956,50.5039,4.4699
WLC-0739,25-06-2018,2018,6,Latin America,Bolivia,Thailand,Black Rhino,Mammal,Horn,Critically Endangered,1.33,kg,67798.39,Air,International Airport,Port Authority Task Force,1,Closed - No Arrest,-16.2902,-63.5887,15.87,100.9925
WLC-0143,28-06-2018,2018,6,Africa,Uganda,Belgium,Tiger,Mammal,Skin/Pelt,Endangered,22,piece,234612.66,Air,Postal/Courier Facility,Port Authority Task Force,0,Under Investigation,1.3733,32.2903,50.5039,4.4699
WLC-0243,01-07-2018,2018,7,Africa,Gabon,United Arab Emirates,Orchid (Wild),Plant,Live Animal,Vulnerable,21,piece,910.98,Air,Postal/Courier Facility,National Parks & Wildlife Service,1,Closed - No Arrest,-0.8037,11.6094,23.4241,53.8478
WLC-0193,02-07-2018,2018,7,Africa,Zimbabwe,Hong Kong SAR,African Elephant,Mammal,Ivory,Endangered,2.5,kg,5218.01,Sea,Land Border Crossing,Coast Guard Interdiction Unit,0,Closed - No Arrest,-19.0154,29.1549,22.3193,114.1694
WLC-0610,03-07-2018,2018,7,Africa,Tanzania,Qatar,Green Sea Turtle,Marine,Shell,Endangered,17.16,kg,3609.32,Air,Land Border Crossing,Customs & Border Protection,0,Closed - No Arrest,-6.369,34.8888,25.3548,51.1839
WLC-0167,08-07-2018,2018,7,Asia,India,Hong Kong SAR,Hawksbill Turtle,Marine,Shell,Critically Endangered,18.44,kg,12335.33,Sea,Postal/Courier Facility,Port Authority Task Force,4,Released - Insufficient Evidence,20.5937,78.9629,22.3193,114.1694
WLC-0593,11-07-2018,2018,7,Asia,Malaysia,France,Green Sea Turtle,Marine,Shell,Endangered,5.45,kg,1682.9,Land,International Airport,Customs & Border Protection,0,Released - Insufficient Evidence,4.2105,101.9758,46.2276,2.2137
WLC-0917,12-07-2018,2018,7,Asia,Malaysia,United States,Queen Conch,Marine,Shell,Vulnerable,4,piece,178.43,Air,Highway Checkpoint,National Wildlife Crime Unit,5,Case Dismissed,4.2105,101.9758,37.0902,-95.7129
WLC-0029,14-07-2018,2018,7,Africa,Nigeria,United Arab Emirates,Tiger,Mammal,Skin/Pelt,Endangered,5,piece,34687.55,Air,Highway Checkpoint,Environmental Crime Investigation Bureau,4,Closed - No Arrest,9.082,8.6753,23.4241,53.8478
WLC-0096,20-07-2018,2018,7,Asia,India,China,Totoaba,Marine,Swim Bladder,Critically Endangered,3.32,kg,76307.19,Sea,Highway Checkpoint,National Parks & Wildlife Service,1,Closed - No Arrest,20.5937,78.9629,35.8617,104.1954
WLC-0454,20-07-2018,2018,7,Latin America,Ecuador,Hong Kong SAR,Grey Parrot,Bird,Live Animal,Endangered,22,live individual,20292.15,Air,Seaport / Container Terminal,Coast Guard Interdiction Unit,3,Convicted,-1.8312,-78.1834,22.3193,114.1694
WLC-0373,24-07-2018,2018,7,Africa,Uganda,Belgium,Seahorse,Marine,Traditional Medicine,Vulnerable,0.9,kg,363.26,Air,Private Residence,National Wildlife Crime Unit,2,Convicted,1.3733,32.2903,50.5039,4.4699
WLC-0327,25-07-2018,2018,7,Africa,Madagascar,United Arab Emirates,Tiger,Mammal,Skin/Pelt,Endangered,21,piece,145593.72,Sea,Highway Checkpoint,Environmental Crime Investigation Bureau,1,Released - Insufficient Evidence,-18.7669,46.8691,23.4241,53.8478
WLC-0264,28-07-2018,2018,7,Latin America,Brazil,Qatar,African Lion,Mammal,Bones,Vulnerable,0.88,kg,1196.41,Postal/Courier,Land Border Crossing,Port Authority Task Force,0,Convicted,-14.235,-51.9253,25.3548,51.1839
WLC-0810,28-07-2018,2018,7,Asia,Myanmar,Singapore,Pangolin (Ground),Mammal,Scales,Endangered,13.41,kg,2423.9,Land,Private Residence,National Parks & Wildlife Service,3,Prosecuted - Pending Trial,21.9162,95.956,1.3521,103.8198
WLC-0809,28-07-2018,2018,7,Africa,Nigeria,France,African Elephant,Mammal,Ivory,Endangered,5.71,kg,8697.43,Air,Seaport / Container Terminal,Customs & Border Protection,1,Convicted,9.082,8.6753,46.2276,2.2137
WLC-0599,04-08-2018,2018,8,Africa,Uganda,South Korea,Helmeted Hornbill,Bird,Trophy,Critically Endangered,21,piece,186392.52,Sea,Highway Checkpoint,Customs & Border Protection,0,Convicted,1.3733,32.2903,35.9078,127.7669
WLC-0007,08-08-2018,2018,8,Africa,Cameroon,China,Timber Rattlesnake,Reptile,Live Animal,Least Concern,11,live individual,1805.84,Sea,Highway Checkpoint,Port Authority Task Force,0,Under Investigation,7.3697,12.3547,35.8617,104.1954
WLC-0247,16-08-2018,2018,8,Asia,Myanmar,China,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,33,live individual,15240.93,Postal/Courier,Highway Checkpoint,Customs & Border Protection,4,Under Investigation,21.9162,95.956,35.8617,104.1954
WLC-0425,16-08-2018,2018,8,Asia,Laos,Hong Kong SAR,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,16,live individual,1453.09,Air,International Airport,Interpol-supported Joint Operation,0,Convicted,19.8563,102.4955,22.3193,114.1694
WLC-0654,17-08-2018,2018,8,Africa,Tanzania,Singapore,Jaguar,Mammal,Skin/Pelt,Near Threatened,4,piece,7488.46,Postal/Courier,International Airport,Customs & Border Protection,1,Case Dismissed,-6.369,34.8888,1.3521,103.8198
WLC-0526,19-08-2018,2018,8,Asia,Malaysia,Singapore,Pangolin (African),Mammal,Bushmeat,Endangered,3.13,kg,68.78,Air,Seaport / Container Terminal,Interpol-supported Joint Operation,0,Convicted,4.2105,101.9758,1.3521,103.8198
WLC-0806,20-08-2018,2018,8,Africa,Zimbabwe,Qatar,Shark (mixed species),Marine,Fins,Endangered,5.52,kg,2843.77,Land,Private Residence,Port Authority Task Force,3,Under Investigation,-19.0154,29.1549,25.3548,51.1839
WLC-0420,22-08-2018,2018,8,Asia,China,China,Queen Conch,Marine,Shell,Vulnerable,5,piece,211.19,Sea,Urban Wildlife Market,Customs & Border Protection,0,Convicted,35.8617,104.1954,35.8617,104.1954
WLC-0529,26-08-2018,2018,8,Asia,Philippines,Singapore,Ginseng (Wild),Plant,Traditional Medicine,Endangered,2.19,kg,1248.72,Air,Private Residence,Interpol-supported Joint Operation,0,Under Investigation,12.8797,121.774,1.3521,103.8198
WLC-0564,28-08-2018,2018,8,Africa,Nigeria,Thailand,Hawksbill Turtle,Marine,Shell,Critically Endangered,10.08,kg,6285.66,Air,Urban Wildlife Market,Port Authority Task Force,4,Closed - No Arrest,9.082,8.6753,15.87,100.9925
WLC-0677,06-09-2018,2018,9,Africa,Uganda,Belgium,White Rhino,Mammal,Horn,Near Threatened,0.68,kg,49006.14,Sea,Highway Checkpoint,Coast Guard Interdiction Unit,1,Prosecuted - Pending Trial,1.3733,32.2903,50.5039,4.4699
WLC-0363,11-09-2018,2018,9,Africa,Madagascar,United States,Helmeted Hornbill,Bird,Trophy,Critically Endangered,11,piece,73694.66,Air,Seaport / Container Terminal,Environmental Crime Investigation Bureau,0,Convicted,-18.7669,46.8691,37.0902,-95.7129
WLC-0820,11-09-2018,2018,9,Africa,Tanzania,Qatar,Queen Conch,Marine,Shell,Vulnerable,18,piece,940.16,Postal/Courier,Land Border Crossing,Coast Guard Interdiction Unit,0,Closed - No Arrest,-6.369,34.8888,25.3548,51.1839
WLC-0919,13-09-2018,2018,9,Africa,Kenya,Qatar,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,3.62,kg,22.3,Sea,Postal/Courier Facility,Environmental Crime Investigation Bureau,4,Convicted,-0.0236,37.9062,25.3548,51.1839
WLC-0796,14-09-2018,2018,9,Africa,Namibia,South Korea,Saker Falcon,Bird,Live Animal,Endangered,9,live individual,141889.34,Sea,Private Residence,Port Authority Task Force,1,Closed - No Arrest,-22.9576,18.4904,35.9078,127.7669
WLC-0716,16-09-2018,2018,9,Asia,India,Belgium,Jaguar,Mammal,Skin/Pelt,Near Threatened,10,piece,22189.5,Land,Private Residence,National Wildlife Crime Unit,4,Convicted,20.5937,78.9629,50.5039,4.4699
WLC-0251,18-09-2018,2018,9,Asia,Myanmar,China,Pangolin (African),Mammal,Bushmeat,Endangered,0.56,kg,7.18,Air,Postal/Courier Facility,National Wildlife Crime Unit,2,Convicted,21.9162,95.956,35.8617,104.1954
WLC-0090,21-09-2018,2018,9,Africa,Namibia,China,Shark (mixed species),Marine,Fins,Endangered,3.45,kg,1271.49,Sea,Postal/Courier Facility,Customs & Border Protection,2,Prosecuted - Pending Trial,-22.9576,18.4904,35.8617,104.1954
WLC-0576,03-10-2018,2018,10,Asia,Myanmar,South Korea,Orchid (Wild),Plant,Live Animal,Vulnerable,24,piece,922.88,Sea,Seaport / Container Terminal,Interpol-supported Joint Operation,3,Convicted,21.9162,95.956,35.9078,127.7669
WLC-0308,03-10-2018,2018,10,Asia,Vietnam,France,Shark (mixed species),Marine,Fins,Endangered,4.26,kg,2795.97,Land,International Airport,Port Authority Task Force,1,Released - Insufficient Evidence,14.0583,108.2772,46.2276,2.2137
WLC-0462,06-10-2018,2018,10,Asia,Laos,Singapore,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,12.7,kg,122.68,Sea,Urban Wildlife Market,Environmental Crime Investigation Bureau,4,Closed - No Arrest,19.8563,102.4955,1.3521,103.8198
WLC-0859,12-10-2018,2018,10,Africa,Uganda,Japan,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,1.13,kg,8.89,Land,Urban Wildlife Market,Environmental Crime Investigation Bureau,0,Closed - No Arrest,1.3733,32.2903,36.2048,138.2529
